hs_8digit;hs_92_origin;description;excluded;source;mapping_method
59070025;5907.00;"Textile fab impreg, ctd, cov nes; paintd canvas (e.g.threatrical scenery)";0;WTO ATC Annex;both
59070035;5907.00;"Textile fab impreg, ctd, cov nes; paintd canvas (e.g.threatrical scenery)";0;WTO ATC Annex;both
59070060;5907.00;"Textile fab impreg, ctd, cov nes; paintd canvas (e.g.threatrical scenery)";0;WTO ATC Annex;both
59070080;5907.00;"Textile fab impreg, ctd, cov nes; paintd canvas (e.g.threatrical scenery)";0;WTO ATC Annex;both
59080000;5908.00;"Textile wicks f lamps, stoves, etc; gas mantles&knittd gas mantle fabric";0;WTO ATC Annex;both
59090010;5909.00;Textile hosepiping and similar textile tubing;0;WTO ATC Annex;both
59090020;5909.00;Textile hosepiping and similar textile tubing;0;WTO ATC Annex;both
59100010;5910.00;Transmission or conveyor belts or belting of textile material;0;WTO ATC Annex;both
59100090;5910.00;Transmission or conveyor belts or belting of textile material;0;WTO ATC Annex;both
59111010;5911.10;Textile fabrics usd f card clothing, and sim fabric f technical uses;0;WTO ATC Annex;both
59111020;5911.10;Textile fabrics usd f card clothing, and sim fabric f technical uses;0;WTO ATC Annex;both
59112010;5911.20;Textile bolting cloth, whether or not made up;0;WTO ATC Annex;both
59112020;5911.20;Textile bolting cloth, whether or not made up;0;WTO ATC Annex;both
59112030;5911.20;Textile bolting cloth, whether or not made up;0;WTO ATC Annex;both
59113100;5911.31;Textile fabrics used in paper-making or similar machines, <650 g/m2;0;WTO ATC Annex;both
59113200;5911.32;Textile fabrics usd in paper-makg or similar mach, weighg >/=650 g/m2;0;WTO ATC Annex;both
59114001;5911.40;Textile straing cloth usd in oil presses o the like, incl of human hair;0;WTO ATC Annex;both
59119000;5911.90;Textile products and articles for technical uses, nes;0;WTO ATC Annex;both
60011020;6001.10;Long pile knitted or crocheted textile fabrics;0;WTO ATC Annex;both
60011060;6001.10;Long pile knitted or crocheted textile fabrics;0;WTO ATC Annex;both
60012100;6001.21;Looped pile knitted or crocheted fabrics, of cotton;0;WTO ATC Annex;both
60012200;6001.22;Looped pile knitted or crocheted fabrics, of man-made fibres;0;WTO ATC Annex;both
60012900;6001.29;Looped pile knitted or crocheted fabrics, of other textile materials;0;WTO ATC Annex;both
60019100;6001.91;Pile knitted or crocheted fabrics, of cotton, nes;0;WTO ATC Annex;both
60019200;6001.92;Pile knitted or crocheted fabrics, of man-made fibres, nes;0;WTO ATC Annex;both
60019910;6001.99;Pile knitted or crocheted fabrics, of other textile materials, nes;0;WTO ATC Annex;both
60019990;6001.99;Pile knitted or crocheted fabrics, of other textile materials, nes;0;WTO ATC Annex;both
60024040;6002.10;Knittd or crochetd tex fab, w</=30 cm,>/=5% of elastomeric/rubber, nes;0;WTO ATC Annex;concordance
60024080;6002.10;Knittd or crochetd tex fab, w</=30 cm,>/=5% of elastomeric/rubber, nes;0;WTO ATC Annex;concordance
60029040;6002.10;Knittd or crochetd tex fab, w</=30 cm,>/=5% of elastomeric/rubber, nes;0;WTO ATC Annex;concordance
60029080;6002.10;Knittd or crochetd tex fab, w</=30 cm,>/=5% of elastomeric/rubber, nes;0;WTO ATC Annex;concordance
60031010;6002.20;Knitted or crocheted textile fabrics, of a width not exceedg 30 cm, nes;0;WTO ATC Annex;concordance
60031090;6002.20;Knitted or crocheted textile fabrics, of a width not exceedg 30 cm, nes;0;WTO ATC Annex;concordance
60032010;6002.20;Knitted or crocheted textile fabrics, of a width not exceedg 30 cm, nes;0;WTO ATC Annex;concordance
60032030;6002.20;Knitted or crocheted textile fabrics, of a width not exceedg 30 cm, nes;0;WTO ATC Annex;concordance
60033010;6002.20;Knitted or crocheted textile fabrics, of a width not exceedg 30 cm, nes;0;WTO ATC Annex;concordance
60033060;6002.20;Knitted or crocheted textile fabrics, of a width not exceedg 30 cm, nes;0;WTO ATC Annex;concordance
60034010;6002.20;Knitted or crocheted textile fabrics, of a width not exceedg 30 cm, nes;0;WTO ATC Annex;concordance
60034060;6002.20;Knitted or crocheted textile fabrics, of a width not exceedg 30 cm, nes;0;WTO ATC Annex;concordance
60039010;6002.20;Knitted or crocheted textile fabrics, of a width not exceedg 30 cm, nes;0;WTO ATC Annex;concordance
60039090;6002.20;Knitted or crocheted textile fabrics, of a width not exceedg 30 cm, nes;0;WTO ATC Annex;concordance
60041000;6002.30;Knittd/crochetd tex fab, width > 30 cm,>/=5% of elastomeric/rubber, nes;0;WTO ATC Annex;concordance
60049020;6002.30;Knittd/crochetd tex fab, width > 30 cm,>/=5% of elastomeric/rubber, nes;0;WTO ATC Annex;concordance
60049090;6002.30;Knittd/crochetd tex fab, width > 30 cm,>/=5% of elastomeric/rubber, nes;0;WTO ATC Annex;concordance
60052100;6002.42;Warp knitted fabrics, of cotton, nes;0;WTO ATC Annex;concordance
60052200;6002.42;Warp knitted fabrics, of cotton, nes;0;WTO ATC Annex;concordance
60052300;6002.42;Warp knitted fabrics, of cotton, nes;0;WTO ATC Annex;concordance
60052400;6002.42;Warp knitted fabrics, of cotton, nes;0;WTO ATC Annex;concordance
60053500;6002.43;Warp knitted fabrics, of man-made fibres, nes;0;WTO ATC Annex;concordance
60053600;6002.43;Warp knitted fabrics, of man-made fibres, nes;0;WTO ATC Annex;concordance
60053700;6002.43;Warp knitted fabrics, of man-made fibres, nes;0;WTO ATC Annex;concordance
60053800;6002.43;Warp knitted fabrics, of man-made fibres, nes;0;WTO ATC Annex;concordance
60053900;6002.43;Warp knitted fabrics, of man-made fibres, nes;0;WTO ATC Annex;concordance
60054100;6002.43;Warp knitted fabrics, of man-made fibres, nes;0;WTO ATC Annex;concordance
60054200;6002.43;Warp knitted fabrics, of man-made fibres, nes;0;WTO ATC Annex;concordance
60054300;6002.43;Warp knitted fabrics, of man-made fibres, nes;0;WTO ATC Annex;concordance
60054400;6002.43;Warp knitted fabrics, of man-made fibres, nes;0;WTO ATC Annex;concordance
60059010;6002.41;Warp knitted fabrics, of wool or fine animal hair, nes;0;WTO ATC Annex;concordance
60059090;6002.41;Warp knitted fabrics, of wool or fine animal hair, nes;0;WTO ATC Annex;concordance
60061000;6002.91;Knitted or crocheted fabrics, of wool or of fine animal hair, nes;0;WTO ATC Annex;concordance
60062110;6002.92;Knitted or crocheted fabrics, of cotton, nes;0;WTO ATC Annex;concordance
60062190;6002.92;Knitted or crocheted fabrics, of cotton, nes;0;WTO ATC Annex;concordance
60062210;6002.92;Knitted or crocheted fabrics, of cotton, nes;0;WTO ATC Annex;concordance
60062290;6002.92;Knitted or crocheted fabrics, of cotton, nes;0;WTO ATC Annex;concordance
60062310;6002.92;Knitted or crocheted fabrics, of cotton, nes;0;WTO ATC Annex;concordance
60062390;6002.92;Knitted or crocheted fabrics, of cotton, nes;0;WTO ATC Annex;concordance
60062410;6002.92;Knitted or crocheted fabrics, of cotton, nes;0;WTO ATC Annex;concordance
60062490;6002.92;Knitted or crocheted fabrics, of cotton, nes;0;WTO ATC Annex;concordance
60063100;6002.93;Knitted or crocheted fabrics, of manmade fibres, nes;0;WTO ATC Annex;concordance
60063200;6002.93;Knitted or crocheted fabrics, of manmade fibres, nes;0;WTO ATC Annex;concordance
60063300;6002.93;Knitted or crocheted fabrics, of manmade fibres, nes;0;WTO ATC Annex;concordance
60063400;6002.93;Knitted or crocheted fabrics, of manmade fibres, nes;0;WTO ATC Annex;concordance
60064100;6002.93;Knitted or crocheted fabrics, of manmade fibres, nes;0;WTO ATC Annex;concordance
60064200;6002.93;Knitted or crocheted fabrics, of manmade fibres, nes;0;WTO ATC Annex;concordance
60064300;6002.93;Knitted or crocheted fabrics, of manmade fibres, nes;0;WTO ATC Annex;concordance
60064400;6002.93;Knitted or crocheted fabrics, of manmade fibres, nes;0;WTO ATC Annex;concordance
60069010;6002.99;Knitted or crocheted fabrics, of other materials, nes;0;WTO ATC Annex;concordance
60069090;6002.99;Knitted or crocheted fabrics, of other materials, nes;0;WTO ATC Annex;concordance
61012000;6101.20;Mens/boys overcoats, anoraks etc, of cotton, knitted;0;WTO ATC Annex;both
61013010;6101.30;Mens/boys overcoats, anoraks etc, of man-made fibres, knitted;0;WTO ATC Annex;both
61013015;6101.30;Mens/boys overcoats, anoraks etc, of man-made fibres, knitted;0;WTO ATC Annex;both
61013020;6101.30;Mens/boys overcoats, anoraks etc, of man-made fibres, knitted;0;WTO ATC Annex;both
61019005;6101.90;Mens/boys overcoats, anoraks etc, of other textile materials, knitted;0;WTO ATC Annex;both
61019010;6101.90;Mens/boys overcoats, anoraks etc, of other textile materials, knitted;0;WTO ATC Annex;both
61019090;6101.90;Mens/boys overcoats, anoraks etc, of other textile materials, knitted;0;WTO ATC Annex;both
61021000;6102.10;Womens/girls overcoats, anoraks etc, of wool or fine animal hair, knitted;0;WTO ATC Annex;both
61022000;6102.20;Womens/girls overcoats, anoraks etc, of cotton, knitted;0;WTO ATC Annex;both
61023005;6102.30;Womens/girls overcoats, anoraks etc, of man-made fibres, knitted;0;WTO ATC Annex;both
61023010;6102.30;Womens/girls overcoats, anoraks etc, of man-made fibres, knitted;0;WTO ATC Annex;both
61023020;6102.30;Womens/girls overcoats, anoraks etc, of man-made fibres, knitted;0;WTO ATC Annex;both
61029010;6102.90;Womens/girls overcoats, anoraks etc, of other textile materials, knitted;0;WTO ATC Annex;both
61029090;6102.90;Womens/girls overcoats, anoraks etc, of other textile materials, knitted;0;WTO ATC Annex;both
61031010;6103.19;Mens/boys suits, of other textile materials, knitted;0;WTO ATC Annex;concordance
61031020;6103.19;Mens/boys suits, of other textile materials, knitted;0;WTO ATC Annex;concordance
61031030;6103.19;Mens/boys suits, of other textile materials, knitted;0;WTO ATC Annex;concordance
61031040;6103.19;Mens/boys suits, of other textile materials, knitted;0;WTO ATC Annex;concordance
61031050;6103.19;Mens/boys suits, of other textile materials, knitted;0;WTO ATC Annex;concordance
61031060;6103.19;Mens/boys suits, of other textile materials, knitted;0;WTO ATC Annex;concordance
61031070;6103.19;Mens/boys suits, of other textile materials, knitted;0;WTO ATC Annex;concordance
61031090;6103.19;Mens/boys suits, of other textile materials, knitted;0;WTO ATC Annex;concordance
61032200;6103.22;Mens/boys ensembles, of cotton, knitted;0;WTO ATC Annex;both
61032300;6103.23;Mens/boys ensembles, of synthetic fibres, knitted;0;WTO ATC Annex;both
61032905;6103.29;Mens/boys ensembles, of other textile materials, knitted;0;WTO ATC Annex;both
61032910;6103.29;Mens/boys ensembles, of other textile materials, knitted;0;WTO ATC Annex;both
61032920;6103.29;Mens/boys ensembles, of other textile materials, knitted;0;WTO ATC Annex;both
61033100;6103.31;Mens/boys jackets and blazers, of wool or fine animal hair, knitted;0;WTO ATC Annex;both
61033200;6103.32;Mens/boys jackets and blazers, of cotton, knitted;0;WTO ATC Annex;both
61033310;6103.33;Mens/boys jackets and blazers, of synthetic fibres, knitted;0;WTO ATC Annex;both
61033320;6103.33;Mens/boys jackets and blazers, of synthetic fibres, knitted;0;WTO ATC Annex;both
61033910;6103.39;Mens/boys jackets and blazers, of other textile materials, knitted;0;WTO ATC Annex;both
61033940;6103.39;Mens/boys jackets and blazers, of other textile materials, knitted;0;WTO ATC Annex;both
61033980;6103.39;Mens/boys jackets and blazers, of other textile materials, knitted;0;WTO ATC Annex;both
61034110;6103.41;Mens/boys trousers and shorts, of wool or fine animal hair, knitted;0;WTO ATC Annex;both
61034120;6103.41;Mens/boys trousers and shorts, of wool or fine animal hair, knitted;0;WTO ATC Annex;both
61034210;6103.42;Mens/boys trousers and shorts, of cotton, knitted;0;WTO ATC Annex;both
61034220;6103.42;Mens/boys trousers and shorts, of cotton, knitted;0;WTO ATC Annex;both
61034310;6103.43;Mens/boys trousers and shorts, of synthetic fibres, knitted;0;WTO ATC Annex;both
61034315;6103.43;Mens/boys trousers and shorts, of synthetic fibres, knitted;0;WTO ATC Annex;both
61034320;6103.43;Mens/boys trousers and shorts, of synthetic fibres, knitted;0;WTO ATC Annex;both
61034910;6103.49;Mens/boys trousers and shorts, of other textile materials, knitted;0;WTO ATC Annex;both
61034920;6103.49;Mens/boys trousers and shorts, of other textile materials, knitted;0;WTO ATC Annex;both
61034940;6103.49;Mens/boys trousers and shorts, of other textile materials, knitted;0;WTO ATC Annex;both
61034980;6103.49;Mens/boys trousers and shorts, of other textile materials, knitted;0;WTO ATC Annex;both
61041310;6104.13;Womens/girls suits, of synthetic fibres, knitted;0;WTO ATC Annex;both
61041320;6104.13;Womens/girls suits, of synthetic fibres, knitted;0;WTO ATC Annex;both
61041910;6104.19;Womens/girls suits, of other textile materials, knitted;0;WTO ATC Annex;both
61041915;6104.19;Womens/girls suits, of other textile materials, knitted;0;WTO ATC Annex;both
61041940;6104.19;Womens/girls suits, of other textile materials, knitted;0;WTO ATC Annex;both
61041950;6104.19;Womens/girls suits, of other textile materials, knitted;0;WTO ATC Annex;both
61041960;6104.19;Womens/girls suits, of other textile materials, knitted;0;WTO ATC Annex;both
61041980;6104.19;Womens/girls suits, of other textile materials, knitted;0;WTO ATC Annex;both
61042200;6104.22;Womens/girls ensembles, of cotton, knitted;0;WTO ATC Annex;both
61042300;6104.23;Womens/girls ensembles, of synthetic fibres, knitted;0;WTO ATC Annex;both
61042905;6104.29;Womens/girls ensembles, of other textile materials, knitted;0;WTO ATC Annex;both
61042910;6104.29;Womens/girls ensembles, of other textile materials, knitted;0;WTO ATC Annex;both
61042920;6104.29;Womens/girls ensembles, of other textile materials, knitted;0;WTO ATC Annex;both
61043100;6104.31;Womens/girls jackets, of wool or fine animal hair, knitted;0;WTO ATC Annex;both
61043200;6104.32;Womens/girls jackets, of cotton, knitted;0;WTO ATC Annex;both
61043310;6104.33;Womens/girls jackets, of synthetic fibres, knitted;0;WTO ATC Annex;both
61043320;6104.33;Womens/girls jackets, of synthetic fibres, knitted;0;WTO ATC Annex;both
61043910;6104.39;Womens/girls jackets, of other textile materials, knitted;0;WTO ATC Annex;both
61043920;6104.39;Womens/girls jackets, of other textile materials, knitted;0;WTO ATC Annex;both
61044100;6104.41;Womens/girls dresses, of wool or fine animal hair, knitted;0;WTO ATC Annex;both
61044200;6104.42;Womens/girls dresses, of cotton, knitted;0;WTO ATC Annex;both
61044310;6104.43;Womens/girls dresses, of synthetic fibres, knitted;0;WTO ATC Annex;both
61044320;6104.43;Womens/girls dresses, of synthetic fibres, knitted;0;WTO ATC Annex;both
61044410;6104.44;Womens/girls dresses, of artificial fibres, knitted;0;WTO ATC Annex;both
61044420;6104.44;Womens/girls dresses, of artificial fibres, knitted;0;WTO ATC Annex;both
61044910;6104.49;Womens/girls dresses, of other textile materials, knitted;0;WTO ATC Annex;both
61044990;6104.49;Womens/girls dresses, of other textile materials, knitted;0;WTO ATC Annex;both
61045100;6104.51;Womens/girls skirts, of wool or fine animal hair, knitted;0;WTO ATC Annex;both
61045200;6104.52;Womens/girls skirts, of cotton, knitted;0;WTO ATC Annex;both
61045310;6104.53;Womens/girls skirts, of synthetic fibres, knitted;0;WTO ATC Annex;both
61045320;6104.53;Womens/girls skirts, of synthetic fibres, knitted;0;WTO ATC Annex;both
61045910;6104.59;Womens/girls skirts, of other textile materials, knitted;0;WTO ATC Annex;both
61045940;6104.59;Womens/girls skirts, of other textile materials, knitted;0;WTO ATC Annex;both
61045980;6104.59;Womens/girls skirts, of other textile materials, knitted;0;WTO ATC Annex;both
61046100;6104.61;Womens/girls trousers and shorts, of wool or fine animal hair, knitted;0;WTO ATC Annex;both
61046210;6104.62;Womens/girls trousers and shorts, of cotton, knitted;0;WTO ATC Annex;both
61046220;6104.62;Womens/girls trousers and shorts, of cotton, knitted;0;WTO ATC Annex;both
61046310;6104.63;Womens/girls trousers and shorts, of synthetic fibres, knitted;0;WTO ATC Annex;both
61046315;6104.63;Womens/girls trousers and shorts, of synthetic fibres, knitted;0;WTO ATC Annex;both
61046320;6104.63;Womens/girls trousers and shorts, of synthetic fibres, knitted;0;WTO ATC Annex;both
61046910;6104.69;Womens/girls trousers and shorts, of other textile materials, knitted;0;WTO ATC Annex;both
61046920;6104.69;Womens/girls trousers and shorts, of other textile materials, knitted;0;WTO ATC Annex;both
61046940;6104.69;Womens/girls trousers and shorts, of other textile materials, knitted;0;WTO ATC Annex;both
61046980;6104.69;Womens/girls trousers and shorts, of other textile materials, knitted;0;WTO ATC Annex;both
61051000;6105.10;Mens/boys shirts, of cotton, knitted;0;WTO ATC Annex;both
61052010;6105.20;Mens/boys shirts, of man-made fibres, knitted;0;WTO ATC Annex;both
61052020;6105.20;Mens/boys shirts, of man-made fibres, knitted;0;WTO ATC Annex;both
61059010;6105.90;Mens/boys shirts, of other textile materials, knitted;0;WTO ATC Annex;both
61059040;6105.90;Mens/boys shirts, of other textile materials, knitted;0;WTO ATC Annex;both
61059080;6105.90;Mens/boys shirts, of other textile materials, knitted;0;WTO ATC Annex;both
61061000;6106.10;Womens/girls blouses and shirts, of cotton, knitted;0;WTO ATC Annex;both
61062010;6106.20;Womens/girls blouses and shirts, of man-made fibres, knitted;0;WTO ATC Annex;both
61062020;6106.20;Womens/girls blouses and shirts, of man-made fibres, knitted;0;WTO ATC Annex;both
61069010;6106.90;Womens/girls blouses and shirts, of other materials, knitted;0;WTO ATC Annex;both
61069015;6106.90;Womens/girls blouses and shirts, of other materials, knitted;0;WTO ATC Annex;both
61069025;6106.90;Womens/girls blouses and shirts, of other materials, knitted;0;WTO ATC Annex;both
61069030;6106.90;Womens/girls blouses and shirts, of other materials, knitted;0;WTO ATC Annex;both
61071100;6107.11;Mens/boys underpants and briefs, of cotton, knitted;0;WTO ATC Annex;both
61071200;6107.12;Mens/boys underpants and briefs, of man-made fibres, knitted;0;WTO ATC Annex;both
61071910;6107.19;Mens/boys underpants and briefs, of other textile materials, knitted;0;WTO ATC Annex;both
61071990;6107.19;Mens/boys underpants and briefs, of other textile materials, knitted;0;WTO ATC Annex;both
61072100;6107.21;Mens/boys nightshirts and pyjamas, of cotton, knitted;0;WTO ATC Annex;both
61072200;6107.22;Mens/boys nightshirts and pyjamas, of man-made fibres, knitted;0;WTO ATC Annex;both
61072920;6107.29;Mens/boys nightshirts and pyjamas, of other textile materials, knitted;0;WTO ATC Annex;both
61072950;6107.29;Mens/boys nightshirts and pyjamas, of other textile materials, knitted;0;WTO ATC Annex;both
61072990;6107.29;Mens/boys nightshirts and pyjamas, of other textile materials, knitted;0;WTO ATC Annex;both
61079100;6107.91;Mens/boys bathrobes, dressing gowns etc of cotton, knitted;0;WTO ATC Annex;both
61079910;6107.99;Mens/boys bathrobes, dressg gowns, etc of oth textile materials, knitted;0;WTO ATC Annex;both
61079920;6107.99;Mens/boys bathrobes, dressg gowns, etc of oth textile materials, knitted;0;WTO ATC Annex;both
61079950;6107.99;Mens/boys bathrobes, dressg gowns, etc of oth textile materials, knitted;0;WTO ATC Annex;both
61079990;6107.99;Mens/boys bathrobes, dressg gowns, etc of oth textile materials, knitted;0;WTO ATC Annex;both
61081100;6108.11;Womens/girls slips and petticoats, of man-made fibres, knitted;0;WTO ATC Annex;both
61081910;6108.19;Womens/girls slips and petticoats, of other textile materials, knitted;0;WTO ATC Annex;both
61081990;6108.19;Womens/girls slips and petticoats, of other textile materials, knitted;0;WTO ATC Annex;both
61082100;6108.21;Womens/girls briefs and panties, of cotton, knitted;0;WTO ATC Annex;both
61082210;6108.22;Womens/girls briefs and panties, of man-made fibres, knitted;0;WTO ATC Annex;both
61082290;6108.22;Womens/girls briefs and panties, of man-made fibres, knitted;0;WTO ATC Annex;both
61082910;6108.29;Womens/girls briefs and panties, of other textile materials, knitted;0;WTO ATC Annex;both
61082990;6108.29;Womens/girls briefs and panties, of other textile materials, knitted;0;WTO ATC Annex;both
61083100;6108.31;Womens/girls nightdresses and pyjamas, of cotton, knitted;0;WTO ATC Annex;both
61083200;6108.32;Womens/girls nightdresses and pyjamas, of man-made fibres, knitted;0;WTO ATC Annex;both
61083910;6108.39;Womens/girls nightdresses & pyjamas, of other textile materials, knitted;0;WTO ATC Annex;both
61083940;6108.39;Womens/girls nightdresses & pyjamas, of other textile materials, knitted;0;WTO ATC Annex;both
61083980;6108.39;Womens/girls nightdresses & pyjamas, of other textile materials, knitted;0;WTO ATC Annex;both
61089100;6108.91;Womens/girls bathrobes, dressing gowns, etc, of cotton, knitted;0;WTO ATC Annex;both
61089200;6108.92;Womens/girls bathrobes, dressing gowns, etc, of man-made fibres, knitted;0;WTO ATC Annex;both
61089920;6108.99;Women/girls bathrobes, dressg gowns, etc, of oth textile materials, knittd;0;WTO ATC Annex;both
61089950;6108.99;Women/girls bathrobes, dressg gowns, etc, of oth textile materials, knittd;0;WTO ATC Annex;both
61089990;6108.99;Women/girls bathrobes, dressg gowns, etc, of oth textile materials, knittd;0;WTO ATC Annex;both
61091000;6109.10;T-shirts, singlets and other vests, of cotton, knitted;0;WTO ATC Annex;both
61099010;6109.90;T-shirts, singlets and other vests, of other textile materials, knitted;0;WTO ATC Annex;both
61099015;6109.90;T-shirts, singlets and other vests, of other textile materials, knitted;0;WTO ATC Annex;both
61099040;6109.90;T-shirts, singlets and other vests, of other textile materials, knitted;0;WTO ATC Annex;both
61099080;6109.90;T-shirts, singlets and other vests, of other textile materials, knitted;0;WTO ATC Annex;both
61101100;6110.10;Pullovers, cardigans & similar article of wool or fine animal hair, knittd;0;WTO ATC Annex;concordance
61101210;6110.10;Pullovers, cardigans & similar article of wool or fine animal hair, knittd;0;WTO ATC Annex;concordance
61101220;6110.10;Pullovers, cardigans & similar article of wool or fine animal hair, knittd;0;WTO ATC Annex;concordance
61101900;6110.10;Pullovers, cardigans & similar article of wool or fine animal hair, knittd;0;WTO ATC Annex;concordance
61102010;6110.20;Pullovers, cardigans and similar articles of cotton, knitted;0;WTO ATC Annex;both
61102020;6110.20;Pullovers, cardigans and similar articles of cotton, knitted;0;WTO ATC Annex;both
61103010;6110.30;Pullovers, cardigans and similar articles of man-made fibres, knitted;0;WTO ATC Annex;both
61103015;6110.30;Pullovers, cardigans and similar articles of man-made fibres, knitted;0;WTO ATC Annex;both
61103020;6110.30;Pullovers, cardigans and similar articles of man-made fibres, knitted;0;WTO ATC Annex;both
61103030;6110.30;Pullovers, cardigans and similar articles of man-made fibres, knitted;0;WTO ATC Annex;both
61109010;6110.90;Pullovers, cardigans & similar articles of oth textile materials, knittd;0;WTO ATC Annex;both
61109090;6110.90;Pullovers, cardigans & similar articles of oth textile materials, knittd;0;WTO ATC Annex;both
61112010;6111.20;Babies garments and clothing accessories of cotton, knitted;0;WTO ATC Annex;both
61112020;6111.20;Babies garments and clothing accessories of cotton, knitted;0;WTO ATC Annex;both
61112030;6111.20;Babies garments and clothing accessories of cotton, knitted;0;WTO ATC Annex;both
61112040;6111.20;Babies garments and clothing accessories of cotton, knitted;0;WTO ATC Annex;both
61112050;6111.20;Babies garments and clothing accessories of cotton, knitted;0;WTO ATC Annex;both
61112060;6111.20;Babies garments and clothing accessories of cotton, knitted;0;WTO ATC Annex;both
61113010;6111.30;Babies garments and clothing accessories of synthetic fibres, knitted;0;WTO ATC Annex;both
61113020;6111.30;Babies garments and clothing accessories of synthetic fibres, knitted;0;WTO ATC Annex;both
61113030;6111.30;Babies garments and clothing accessories of synthetic fibres, knitted;0;WTO ATC Annex;both
61113040;6111.30;Babies garments and clothing accessories of synthetic fibres, knitted;0;WTO ATC Annex;both
61113050;6111.30;Babies garments and clothing accessories of synthetic fibres, knitted;0;WTO ATC Annex;both
61119005;6111.90;Babies garments & clothg accessories of other textile materials, knitted;0;WTO ATC Annex;prefix_match
61119010;6111.90;Babies garments & clothg accessories of other textile materials, knitted;0;WTO ATC Annex;prefix_match
61119020;6111.90;Babies garments & clothg accessories of other textile materials, knitted;0;WTO ATC Annex;prefix_match
61119030;6111.90;Babies garments & clothg accessories of other textile materials, knitted;0;WTO ATC Annex;prefix_match
61119040;6111.90;Babies garments & clothg accessories of other textile materials, knitted;0;WTO ATC Annex;prefix_match
61119050;6111.90;Babies garments & clothg accessories of other textile materials, knitted;0;WTO ATC Annex;prefix_match
61119070;6111.90;Babies garments & clothg accessories of other textile materials, knitted;0;WTO ATC Annex;prefix_match
61119090;6111.90;Babies garments & clothg accessories of other textile materials, knitted;0;WTO ATC Annex;prefix_match
61121100;6112.11;Track suits, of cotton, knitted;0;WTO ATC Annex;both
61121200;6112.12;Track suits, of synthetic fibres, knitted;0;WTO ATC Annex;both
61121910;6112.19;Track suits, of other textile materials, knitted;0;WTO ATC Annex;both
61121940;6112.19;Track suits, of other textile materials, knitted;0;WTO ATC Annex;both
61121980;6112.19;Track suits, of other textile materials, knitted;0;WTO ATC Annex;both
61122010;6112.20;Ski suits, of textile materials, knitted;0;WTO ATC Annex;both
61122020;6112.20;Ski suits, of textile materials, knitted;0;WTO ATC Annex;both
61123100;6112.31;Mens/boys swimwear, of synthetic fibres, knitted;0;WTO ATC Annex;both
61123900;6112.39;Mens/boys swimwear, of other textile materials, knitted;0;WTO ATC Annex;both
61124100;6112.41;Womens/girls swimwear, of synthetic fibres, knitted;0;WTO ATC Annex;both
61124900;6112.49;Womens/girls swimwear, of other textile materials, knitted;0;WTO ATC Annex;both
61130010;6113.00;Garments made up of impreg, coatd, coverd or laminatd textile knittd fab;0;WTO ATC Annex;both
61130090;6113.00;Garments made up of impreg, coatd, coverd or laminatd textile knittd fab;0;WTO ATC Annex;both
61142000;6114.20;Garments nes, of cotton, knitted;0;WTO ATC Annex;both
61143010;6114.30;Garments nes, of man-made fibres, knitted;0;WTO ATC Annex;both
61143020;6114.30;Garments nes, of man-made fibres, knitted;0;WTO ATC Annex;both
61143030;6114.30;Garments nes, of man-made fibres, knitted;0;WTO ATC Annex;both
61149005;6114.90;Garments nes, of other textile materials, knitted;0;WTO ATC Annex;both
61149010;6114.90;Garments nes, of other textile materials, knitted;0;WTO ATC Annex;both
61149090;6114.90;Garments nes, of other textile materials, knitted;0;WTO ATC Annex;both
61152100;6115.11;Panty hose & tights, of synthetic fibre yarns <67 dtex/single yarn knittd;0;WTO ATC Annex;concordance
61152200;6115.12;Panty hose & tights, of synthetic fib yarns >/=67 dtex/single yarn knittd;0;WTO ATC Annex;concordance
61152940;6115.19;Panty hose and tights, of other textile materials, knitted;0;WTO ATC Annex;concordance
61152980;6115.19;Panty hose and tights, of other textile materials, knitted;0;WTO ATC Annex;concordance
61153010;6115.20;Women full-l/knee-l hosiery, of textile yarn<67 dtex/single yarn knittd;0;WTO ATC Annex;concordance
61153090;6115.20;Women full-l/knee-l hosiery, of textile yarn<67 dtex/single yarn knittd;0;WTO ATC Annex;concordance
61159400;6115.91;Hosiery nes, of wool or fine animal hair, knitted;0;WTO ATC Annex;concordance
61159560;6115.92;Hosiery nes, of cotton, knitted;0;WTO ATC Annex;concordance
61159590;6115.92;Hosiery nes, of cotton, knitted;0;WTO ATC Annex;concordance
61159660;6115.93;Hosiery nes, of synthetic fibres, knitted;0;WTO ATC Annex;concordance
61159690;6115.93;Hosiery nes, of synthetic fibres, knitted;0;WTO ATC Annex;concordance
61159914;6115.99;Hosiery nes, of other textile materials, knitted;0;WTO ATC Annex;both
61159919;6115.99;Hosiery nes, of other textile materials, knitted;0;WTO ATC Annex;both
61159940;6115.99;Hosiery nes, of other textile materials, knitted;0;WTO ATC Annex;both
61159990;6115.99;Hosiery nes, of other textile materials, knitted;0;WTO ATC Annex;both
61161005;6116.10;Gloves impregnated, coated or covered with plastics or rubber, knitted;0;WTO ATC Annex;both
61161008;6116.10;Gloves impregnated, coated or covered with plastics or rubber, knitted;0;WTO ATC Annex;both
61161013;6116.10;Gloves impregnated, coated or covered with plastics or rubber, knitted;0;WTO ATC Annex;both
61161017;6116.10;Gloves impregnated, coated or covered with plastics or rubber, knitted;0;WTO ATC Annex;both
